Code,Name,Manufacturer,Part Number,Product Group Description,Stock Unit Name,Cost Price,Sales Price (£),Sales Price (€),Margin,DMI Sales Price (€),Variance (DMI IE),DMI URL (IE),DentalSky Sales Price (£),Variance (DentalSky),DentalSky URL,Dontalia Sales Price (€),Variance (Dontalia),Dontalia URL,DMI Sales Price (£),Variance (DMI UK),DMI URL (UK),Henry Schein Sales Price (€),Variance (Henry Schein),Henry Schein URL
400060,Six Month Smiles Lucid-Lok Lo Universal 1/2 Bracket - Each,Six Month Smiles,20311,Orthodontics and Accessories,Each,£4.06,£7.03,€8.15,42.2%,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,
400063,Six Month Smiles Lucid-Lok Universal 4/5 Bracket w/Hook,Six Month Smiles,20321,Orthodontics and Accessories,Each,£3.95,£7.03,€8.15,43.8%,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,
670231,Clinisept+ Skin 490ml - Each,Clinisept,CP-SKIN-490,Facial Aesthetics,Each,£4.39,£10.27,€11.91,57.3%,€15.03,-20.8%,https://www.dmi.ie/products/clinisept-skin-490ml-clin-cp-skin-490.html,N/A,N/A,,N/A,,,£12.32,-16.6%,https://www.dmi.co.uk/products/clinisept-skin-490ml-clin-cp-skin-490.html,N/A,,
AA009,Septodont Septoject XL Needles 27g Long 0.4x35mm - Box100,Septodont,XLJECT02,ANAESTHETIC ACCESSORIES,Box (100),£8.66,£16.24,€18.84,46.7%,€21.22,-11.2%,https://www.dmi.ie/products/septodont-septoject-xl-needle-27g-100pk-long-35mm-yellow-sept-xlject02.html?_gl=1*2g5225*_up*MQ..*_ga*ODY0NzU4NTczLjE3NDQ3MjgyMDY.*_ga_0T1NKWVSZ2*MTc0NDcyODIwNS4xLjAuMTc0NDcyODIwNS4wLjAuMA..,£13.80,17.7%,,€17.00,,https://www.dontalia.com/septojectr-needles-xl.html,£17.77,,https://www.dmi.co.uk/products/septodont-septoject-xl-needle-27g-100pk-long-35mm-yellow-sept-xlject02.html?_gl=1*2g5225*_up*MQ..*_ga*ODY0NzU4NTczLjE3NDQ3MjgyMDY.*_ga_0T1NKWVSZ2*MTc0NDcyODIwNS4xLjAuMTc0NDcyODIwNS4wLjAuMA..,N/A,,
AA011,Septodont Septoject XL Needles 30g Short 0.3x25mm - Box100,Septodont,XLJECT03,ANAESTHETIC ACCESSORIES,Box (100),£8.52,£16.24,€18.84,47.5%,€21.22,-11.2%,,£13.80,17.7%,,€17.00,,https://www.dontalia.com/septojectr-needles-xl.html,£17.77,,https://www.dmi.co.uk/products/needles-septoject-xl-30g-short-25mm-0-30-para-apical-blue-10332o-sept-11655a.html?name=Septodont+Septoject+XL+Needles+30g+Short&type=simple&_gl=1*1wvf33m*_up*MQ..*_ga*NDg0MTE3MTgyLjE3NDQ3Mjk2MDk.*_ga_0T1NKWVSZ2*MTc0NDcyOTYwOS4xLjEuMTc0NDczMTI2MS4wLjAuMA..,N/A,,
AA021,J&S Davis Solo Dental Needle 30g Short 0.3x23mm - Box100,J&S Davis,SOL1056,ANAESTHETIC ACCESSORIES,Box (100),£8.34,£13.50,€15.66,38.2%,€21.62,-27.6%,https://www.dmi.ie/products/solo-supra-needles-100pk-30g-short-davi-sol1046.html?name=J&S%20Davis&type=simple&_gl=1*15elusx*_up*MQ..*_ga*MzI4NzQ0ODA0LjE3NDQxMTg5MTU.*_ga_0T1NKWVSZ2*MTc0NDExODkxNS4xLjEuMTc0NDExOTIwNi4wLjAuMA..,£13.80,-2.2%,https://www.dentalsky.com/solo-supra-needles-30g-short-100.html,N/A,,,£18.10,,https://www.dmi.co.uk/products/solo-supra-needles-100pk-30g-short-davi-sol1046.html?name=J&S%20Davis&type=simple&_gl=1*15elusx*_up*MQ..*_ga*MzI4NzQ0ODA0LjE3NDQxMTg5MTU.*_ga_0T1NKWVSZ2*MTc0NDExODkxNS4xLjEuMTc0NDExOTIwNi4wLjAuMA..,N/A,,
AA032,Septodont Septoject Needles 27g Long - Box100,Septodont,SEPTO01,ANAESTHETIC ACCESSORIES,Box (100),£7.54,£13.72,€15.92,45.0%,€16.24,-2.0%,,£10.55,30.0%,,€8.76,,https://www.dontalia.com/septojectr-needles.html,£13.60,,https://www.dmi.co.uk/products/septodont-septoject-original-needles-100pk-long-27g-x-35mm-sept-septo01.html?_gl=1*18wdr5a*_up*MQ..*_ga*NDg0MTE3MTgyLjE3NDQ3Mjk2MDk.*_ga_0T1NKWVSZ2*MTc0NDcyOTYwOS4xLjEuMTc0NDczMTM1OS4wLjAuMA..,N/A,,
AA034,Septodont Septoject Needles 30g Short - Box100,Septodont,SEPTO03,ANAESTHETIC ACCESSORIES,Box (100),£6.86,£12.19,€14.14,43.7%,€27.39,-48.4%,https://www.dmi.ie/products/needles-septoject-xl-30g-short-25mm-0-30-para-apical-blue-10332o-sept-11655a.html,£10.55,15.5%,,€8.76,,https://www.dontalia.com/septojectr-needles.html,£22.18,-45.0%,https://www.dmi.co.uk/products/needles-septoject-xl-30g-short-25mm-0-30-para-apical-blue-10332o-sept-11655a.html,N/A,,
AA097,UnoDent Sterile Dental Needle 30GS 0.3 x 21mm (ANU030),UnoDent,ANU030,ANAESTHETIC ACCESSORIES,Box (100),£2.79,£5.57,€6.46,49.9%,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,
AA105,BD Venflon Peripheral IV Catheter w/ Port Blue 22Gx25mm-Each,BD,BV391451,ANAESTHETIC ACCESSORIES,Each,£0.90,£2.01,€2.33,55.2%,€117.26,-98.0%,https://www.dmi.ie/products/bd-venflon-infusion-cannula-50pk-22g-25mm-bd-391451.html,£1.65,21.8%,https://www.dentalsky.com/bd-venflon-peripheral-iv-catheter-ported-22g-25mm-winged-blue.html,N/A,,,N/A,,,N/A,,
AA120,BD Micro-Fine + Insulin Syringe 0.3ml Needle 30Gx8mm -Box100,BD,324826,ANAESTHETIC ACCESSORIES,Box (100),£7.22,£15.38,€17.84,53.1%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,
AA131,4T Medical FMS 32G Fine Micro Syringe 0.3ml - Box100,4T Medical,4TM001,ANAESTHETIC ACCESSORIES,Box (100),£16.68,£26.50,€30.74,37.0%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,
AA132,4T Medical FMS 32G Fine Micro Syringe 0.5ml - Box100,4T Medical,,ANAESTHETIC ACCESSORIES,Box (100),£16.67,£21.91,€25.42,23.9%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,
AAA345,"#Dentsply Anestadent 4% 1:100,000 Solution 2.2ml (546) -Bx50",Dentsply,546,MEDICINES,Box (50),£18.07,£23.15,€26.85,21.9%,€30.46,-11.8%,https://www.dmi.ie/products/dentsply-sirona-anestadent-4-1-100-000-50pk-dent-546.html?name=Dentsply+Anestadent+4%25&type=simple,£25.45,-9.0%,https://www.dentalsky.com/anestadent-4-articaine-1-100-000-2-2ml-50.html,N/A,,,£25.50,,https://www.dmi.co.uk/products/dentsply-sirona-anestadent-4-1-100-000-50pk-dent-546.html?name=Dentsply+Anestadent+4%25&type=simple,N/A,,
ABG008A,Perfection Plus Bib Roll Paper-Plastic Blue PP002/0020 - 80,Perfection Plus,PP002/0020,"APRONS, BIBS & GLOVES",Roll (80),£6.20,£10.00,€11.60,38.0%,€14.34,-19.1%,https://www.dmi.ie/products/perfection-plus-bib-roll-paper-plastic-80pk-blue-perf-0020020.html?_gl=1*1nftlb5*_up*MQ..*_ga*NjI2ODAzNjE0LjE3NDQxNDM1NTQ.*_ga_0T1NKWVSZ2*MTc0NDE1NDk3OS4yLjEuMTc0NDE1NTIyNy4wLjAuMA..,N/A,N/A,,N/A,N/A,,£12.00,,https://www.dmi.co.uk/products/perfection-plus-bib-roll-paper-plastic-80pk-blue-perf-0020020.html?_gl=1*1nftlb5*_up*MQ..*_ga*NjI2ODAzNjE0LjE3NDQxNDM1NTQ.*_ga_0T1NKWVSZ2*MTc0NDE1NDk3OS4yLjEuMTc0NDE1NTIyNy4wLjAuMA..,N/A,,
ABG012A,HPC Healthline Gloves Powder Free Small GN31 - Box100,HPC,GN31D / 10,"APRONS, BIBS & GLOVES",Box (100),£3.22,£5.55,€6.44,42.0%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,
ABG013A,HPC Healthline Gloves Powder Free Medium GN31 - Box100,HPC,GN31D / 10,"APRONS, BIBS & GLOVES",Box (100),£3.59,£5.55,€6.44,35.3%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,
ABG014A,HPC Healthline Gloves Powder Free Large GN31 - Box100,HPC,GN31D / 10,"APRONS, BIBS & GLOVES",Box (100),£3.59,£5.55,€6.44,35.3%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,
ABG020,Pegasus Velcro Dental Bib Blue - Each,Astek Innovations,10023PEG,"APRONS, BIBS & GLOVES",Each,£1.22,£2.89,€3.35,57.8%,€3.75,-10.6%,https://www.dmi.ie/products/pegasus-bib-with-velcro-single-pega-10023.html?name=Pegasus&type=simple&_gl=1*a3ie9c*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3MzMxMy4yLjEuMTc0NDE3MzUxMy4wLjAuMA..,£3.05,-5.2%,https://www.dentalsky.com/pegasus-blue-velcro-bib.html,N/A,,,£3.14,,https://www.dmi.co.uk/products/pegasus-bib-with-velcro-single-pega-10023.html?name=Pegasus&type=simple&_gl=1*a3ie9c*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3MzMxMy4yLjEuMTc0NDE3MzUxMy4wLjAuMA..,N/A,,
ABG031B,HPC HandSafe White Nitrile Gloves Small (GN92) - Box200,HPC,GN92,"APRONS, BIBS & GLOVES",Box (200),£4.73,£9.70,€11.25,51.2%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,
ABG033A,HPC HandSafe White Nitrile Gloves Medium (GN92) - Box200,HPC,GN92,"APRONS, BIBS & GLOVES",Box (200),£6.58,£10.68,€12.39,38.4%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,
ABG163A,HPC HandSafe Blue Nitrile Gloves P/Free Small GN90 - Box200,HPC,GN90SMALL / 10,"APRONS, BIBS & GLOVES",Box (200),£4.46,£7.65,€8.87,41.7%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,
ABG164A,HPC HandSafe Blue Nitrile Gloves P/Free Medium GN90 - Box200,HPC,GN90MEDIUM / 10,"APRONS, BIBS & GLOVES",Box (200),£4.37,£8.25,€9.57,47.0%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,
ABG165A,HPC HandSafe Blue Nitrile Gloves P/Free Large GN90 - Box200,HPC,GN90LARGE /10,"APRONS, BIBS & GLOVES",Box (200),£4.50,£7.63,€8.85,41.0%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,
ABG205,Perfection Plus Serviette Bibs Lilac (PP002/0075) - Pack 500,Perfection Plus,PP002/0075,"APRONS, BIBS & GLOVES",Pack (500),£10.95,£17.00,€19.72,35.6%,€26.37,-25.2%,https://www.dmi.ie/products/perfection-plus-3-ply-serviette-bibs-500pk-lilac-perf-0020075.html?name=Perfection%20Plus%20Serviette%20Bibs%20&type=simple&_gl=1*1fz56se*_up*MQ..*_ga*NjI2ODAzNjE0LjE3NDQxNDM1NTQ.*_ga_0T1NKWVSZ2*MTc0NDE1NDk3OS4yLjEuMTc0NDE1NTIyNy4wLjAuMA..,N/A,N/A,,N/A,N/A,,£22.08,,https://www.dmi.co.uk/products/perfection-plus-3-ply-serviette-bibs-500pk-lilac-perf-0020075.html?name=Perfection%20Plus%20Serviette%20Bibs%20&type=simple&_gl=1*1fz56se*_up*MQ..*_ga*NjI2ODAzNjE0LjE3NDQxNDM1NTQ.*_ga_0T1NKWVSZ2*MTc0NDE1NDk3OS4yLjEuMTc0NDE1NTIyNy4wLjAuMA..,N/A,,
ABG214,Perfection Plus Serviette Bibs Dark Blue (PP002/0076) - 500,Perfection Plus,PP002/0076,"APRONS, BIBS & GLOVES",Pack (500),£10.95,£17.00,€19.72,35.6%,€26.00,-24.2%,https://www.dmi.ie/products/perfection-plus-3-ply-serviette-bibs-500pk-dark-blue-perf-0020076.html?name=Perfection%20Plus%20Serviette%20Bibs%20&type=simple&_gl=1*1fz56se*_up*MQ..*_ga*NjI2ODAzNjE0LjE3NDQxNDM1NTQ.*_ga_0T1NKWVSZ2*MTc0NDE1NDk3OS4yLjEuMTc0NDE1NTIyNy4wLjAuMA..,£23.35,-27.2%,https://www.dentalsky.com/perfection-plus-3-ply-patient-serviette-bibs-blue-500.html,N/A,N/A,,£21.77,,https://www.dmi.co.uk/products/perfection-plus-3-ply-serviette-bibs-500pk-dark-blue-perf-0020076.html?name=Perfection%20Plus%20Serviette%20Bibs%20&type=simple&_gl=1*1fz56se*_up*MQ..*_ga*NjI2ODAzNjE0LjE3NDQxNDM1NTQ.*_ga_0T1NKWVSZ2*MTc0NDE1NDk3OS4yLjEuMTc0NDE1NTIyNy4wLjAuMA..,N/A,,
ABG246,UnoDent Surgical Gown Kit (COP410) - Each,UnoDent,COP410,"APRONS, BIBS & GLOVES",Each,£1.93,£11.15,€12.93,82.7%,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,
ABG290,Perfection Plus Serviette Bibs Blue (PP002/0060) - Pack500,Perfection Plus,PP002/0060,"APRONS, BIBS & GLOVES",Pack (500),£11.65,£17.00,€19.72,31.5%,€26.00,-24.2%,https://www.dmi.ie/products/perfection-plus-3-ply-serviette-bibs-500pk-blue-perf-0020060.html?name=Perfection%20Plus%20Serviette%20Bibs%20&type=simple&_gl=1*1dtbck5*_up*MQ..*_ga*NjI2ODAzNjE0LjE3NDQxNDM1NTQ.*_ga_0T1NKWVSZ2*MTc0NDE1NDk3OS4yLjEuMTc0NDE1NTIyNy4wLjAuMA..,£23.35,-27.2%,https://www.dentalsky.com/perfection-plus-3-ply-patient-serviette-bibs-dark-blue-500.html,N/A,N/A,,€26.00,,https://www.dmi.ie/products/perfection-plus-3-ply-serviette-bibs-500pk-blue-perf-0020060.html?name=Perfection%20Plus%20Serviette%20Bibs%20&type=simple&_gl=1*1dtbck5*_up*MQ..*_ga*NjI2ODAzNjE0LjE3NDQxNDM1NTQ.*_ga_0T1NKWVSZ2*MTc0NDE1NDk3OS4yLjEuMTc0NDE1NTIyNy4wLjAuMA..,N/A,,
ABG313,Cumberland Surgical Universal Sterile Drape Kit - Each,Cumberland,DC0001-U,"APRONS, BIBS & GLOVES",Each,£6.01,£7.86,€9.12,23.5%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,
ABG353,Meditrade Gentle Skin Compact+ Latex Gloves P/Free Large,Meditrade,1221LI,"APRONS, BIBS & GLOVES",Box (100),£2.58,£4.00,€4.64,35.5%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,
ABG355,Meditrade Nitril Sensory Blue Nitrile Glove X-Small - Box200,Meditrade,2283XS,"APRONS, BIBS & GLOVES",Box (200),£3.55,£4.95,€5.74,28.3%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,
ABG356,Meditrade Nitril Sensory Blue Nitrile Glove Small - Box200,Meditrade,2283S,"APRONS, BIBS & GLOVES",Box (200),£3.55,£4.63,€5.37,23.3%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,
ABG357,Meditrade Nitril Sensory Blue Nitrile Glove Medium - Box200,Meditrade,2283M,"APRONS, BIBS & GLOVES",Box (200),£3.55,£4.63,€5.37,23.3%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,
ABG358,Meditrade Nitril Sensory Blue Nitrile Glove Large - Box200,Meditrade,2283L,"APRONS, BIBS & GLOVES",Box (200),£3.56,£4.63,€5.37,23.1%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,
ANP030,Perfection Plus EasiJect Sterile Needles 30Gx21mm (013/0208),Perfection Plus,013/0208,ANAESTHETIC ACCESSORIES,Box (100),£3.45,£5.99,€6.95,42.4%,€7.32,-5.1%,https://www.dmi.ie/products/needles-easiject-x-100-30g-short-0-3-x-21mm-perf-0130208.html,£6.95,-13.8%,https://www.dentalsky.com/easiject-sterile-needles-30g-x-21mm-100.html,N/A,N/A,,£6.13,,https://www.dmi.co.uk/products/needles-easiject-x-100-30g-short-0-3-x-21mm-perf-0130208.html,N/A,,
ASD262,Septodont Ultra Safety Plus Twist Needles 27g Long - Box100,Septodont,TWIST02,ANAESTHETIC ACCESSORIES,Box (100),£27.25,£33.17,€38.48,17.9%,47.75,-19.4%,,£33.75,-1.7%,,€49.94,,https://www.dontalia.com/ultra-safety-plus-twist,£39.98,,https://www.dmi.co.uk/products/ultra-safety-plus-twist-27g-35-mm-2-2-ml-pack-100-sept-11513o.html?_gl=1*mdpcwx*_up*MQ..*_ga*NDg0MTE3MTgyLjE3NDQ3Mjk2MDk.*_ga_0T1NKWVSZ2*MTc0NDcyOTYwOS4xLjEuMTc0NDczMTQzNS4wLjAuMA..,N/A,,
ASD264,Septodont Ultra Safety Plus Twist Needles 30g Short - Box100,Septodont,TWIST03,ANAESTHETIC ACCESSORIES,Box (100),£25.68,£33.17,€38.48,22.6%,47.75,-19.4%,,£33.75,-1.7%,,€49.94,,https://www.dontalia.com/ultra-safety-plus-twist,£39.98,,https://www.dmi.co.uk/products/needles-ultra-safety-plus-twist-30g-short-25mm-blue-x-100-sept-twist03.html?_gl=1*bqfp3p*_up*MQ..*_ga*NDg0MTE3MTgyLjE3NDQ3Mjk2MDk.*_ga_0T1NKWVSZ2*MTc0NDcyOTYwOS4xLjEuMTc0NDczMTQ4OC4wLjAuMA..,N/A,,
BJM006,UnoDent Gold Diamond Bur Football FG Fine 257/020 - Each,UnoDent,BJM006,ENDODONTICS & ACCESSORIES,Each,£1.39,£2.13,€2.47,34.7%,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,
BJM440,UnoDent Gold Diamond Bur Flame FG Extra Fine 249/012 - Each,UnoDent,BJM440,ENDODONTICS & ACCESSORIES,Each,£1.39,£2.13,€2.47,34.7%,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,
BLRG26,Perfection Plus Steel Bur Round RA No.6 (001/9106)-Pack25,Perfection Plus,001/9106,ENDODONTICS & ACCESSORIES,Pack (25),£7.95,£11.95,€13.86,33.5%,N/A,N/A,,£12.70,-5.9%,https://www.dentalsky.com/perfection-plus-steel-burs-round-no-6-018-25.html,N/A,N/A,,N/A,,,N/A,,
BOU001,Boutique Whitening Kit By Day 6% HP 4x3ml,Boutique Whitening,UBTK006,Boutique Whitening,Each,£15.25,£22.95,€26.62,33.6%,€28.58,-6.9%,https://www.dmi.ie/products/boutique-whitening-hydrogen-peroxide-syringe-kit-4-x-3ml-6-hp-btq-ubtk006.html?name=Boutique%20Whitening&type=simple&_gl=1*sv9e3g*_up*MQ..*_ga*MTk3NjE5NDU1LjE3NDQwMzkwNTI.*_ga_0T1NKWVSZ2*MTc0NDA0MzgzNi4yLjAuMTc0NDA0MzgzNi4wLjAuMA..,N/A,N/A,,N/A,,,£23.93,,https://www.dmi.co.uk/products/boutique-whitening-hydrogen-peroxide-syringe-kit-4-x-3ml-6-hp-btq-ubtk006.html?name=Boutique%20Whitening&type=simple&_gl=1*sv9e3g*_up*MQ..*_ga*MTk3NjE5NDU1LjE3NDQwMzkwNTI.*_ga_0T1NKWVSZ2*MTc0NDA0MzgzNi4yLjAuMTc0NDA0MzgzNi4wLjAuMA..,N/A,,
BOU002,Boutique Whitening Kit By Night 10% CP 4x3ml,Boutique Whitening,UBTK010,Boutique Whitening,Each,£15.25,£22.50,€26.10,32.2%,€28.58,-8.7%,https://www.dmi.ie/products/boutique-whitening-carbamide-peroxide-syringes-kit-4-x-3ml-10-cp-btq-ubtk010.html?name=Boutique%20Whitening&type=simple&_gl=1*sv9e3g*_up*MQ..*_ga*MTk3NjE5NDU1LjE3NDQwMzkwNTI.*_ga_0T1NKWVSZ2*MTc0NDA0MzgzNi4yLjAuMTc0NDA0MzgzNi4wLjAuMA..,N/A,N/A,,N/A,,,£23.93,,https://www.dmi.co.uk/products/boutique-whitening-carbamide-peroxide-syringes-kit-4-x-3ml-10-cp-btq-ubtk010.html?name=Boutique%20Whitening&type=simple&_gl=1*sv9e3g*_up*MQ..*_ga*MTk3NjE5NDU1LjE3NDQwMzkwNTI.*_ga_0T1NKWVSZ2*MTc0NDA0MzgzNi4yLjAuMTc0NDA0MzgzNi4wLjAuMA..,N/A,,
BOU003,Boutique Whitening Kit By Night 16% CP 4x3ml,Boutique Whitening,UBTK016,Boutique Whitening,Each,£15.25,£22.50,€26.10,32.2%,€28.58,-8.7%,https://www.dmi.ie/products/boutique-whitening-carbamide-peroxide-syringes-kit-4-x-3ml-16-cp-btq-ubtk016.html?name=Boutique%20Whitening&type=simple&_gl=1*hlt7md*_up*MQ..*_ga*MTk3NjE5NDU1LjE3NDQwMzkwNTI.*_ga_0T1NKWVSZ2*MTc0NDA0MzgzNi4yLjAuMTc0NDA0MzgzNi4wLjAuMA..,N/A,N/A,,N/A,,,£23.93,,https://www.dmi.co.uk/products/boutique-whitening-carbamide-peroxide-syringes-kit-4-x-3ml-16-cp-btq-ubtk016.html?name=Boutique%20Whitening&type=simple&_gl=1*hlt7md*_up*MQ..*_ga*MTk3NjE5NDU1LjE3NDQwMzkwNTI.*_ga_0T1NKWVSZ2*MTc0NDA0MzgzNi4yLjAuMTc0NDA0MzgzNi4wLjAuMA..,N/A,,
BOU007,Boutique Whitening Top Up Case By Day 6% HP 1x3ml,Boutique Whitening,UBPB061,Boutique Whitening,Each,£3.31,£5.00,€5.80,33.8%,€6.43,-9.8%,https://www.dmi.ie/products/boutique-whitening-hydrogen-peroxide-syringe-3ml-6-hp-btq-ubpb061.html?name=Boutique%20Whitening&type=simple&_gl=1*kxqw53*_up*MQ..*_ga*MTk3NjE5NDU1LjE3NDQwMzkwNTI.*_ga_0T1NKWVSZ2*MTc0NDA0MzgzNi4yLjAuMTc0NDA0MzgzNi4wLjAuMA..,N/A,N/A,,N/A,,,£5.38,,https://www.dmi.co.uk/products/boutique-whitening-hydrogen-peroxide-syringe-3ml-6-hp-btq-ubpb061.html?name=Boutique%20Whitening&type=simple&_gl=1*kxqw53*_up*MQ..*_ga*MTk3NjE5NDU1LjE3NDQwMzkwNTI.*_ga_0T1NKWVSZ2*MTc0NDA0MzgzNi4yLjAuMTc0NDA0MzgzNi4wLjAuMA..,N/A,,
BOU008,Boutique Whitening Top Up Case By Night 10% CP 1x3ml,Boutique Whitening,UBPB101,Boutique Whitening,Each,£3.31,£5.00,€5.80,33.8%,€6.43,-9.8%,https://www.dmi.ie/products/boutique-whitening-carbamide-peroxide-syringe-3ml-10-cp-btq-ubpb101.html?name=Boutique%20Whitening&type=simple&_gl=1*kxqw53*_up*MQ..*_ga*MTk3NjE5NDU1LjE3NDQwMzkwNTI.*_ga_0T1NKWVSZ2*MTc0NDA0MzgzNi4yLjAuMTc0NDA0MzgzNi4wLjAuMA..,N/A,N/A,,N/A,,,£5.38,,https://www.dmi.co.uk/products/boutique-whitening-carbamide-peroxide-syringe-3ml-10-cp-btq-ubpb101.html?name=Boutique%20Whitening&type=simple&_gl=1*kxqw53*_up*MQ..*_ga*MTk3NjE5NDU1LjE3NDQwMzkwNTI.*_ga_0T1NKWVSZ2*MTc0NDA0MzgzNi4yLjAuMTc0NDA0MzgzNi4wLjAuMA..,N/A,,
BOU009,Boutique Whitening Top Up Case By Night 16% CP 1x3ml,Boutique Whitening,UBPB161,Boutique Whitening,Each,£3.31,£5.00,€5.80,33.8%,€6.43,-9.8%,https://www.dmi.ie/products/boutique-whitening-carbamide-peroxide-syringe-3ml-16-cp-btq-ubpb161.html?name=Boutique%20Whitening&type=simple&_gl=1*9jt3xl*_up*MQ..*_ga*MTk3NjE5NDU1LjE3NDQwMzkwNTI.*_ga_0T1NKWVSZ2*MTc0NDA0MzgzNi4yLjAuMTc0NDA0MzgzNi4wLjAuMA..,N/A,N/A,,N/A,,,£5.38,,https://www.dmi.co.uk/products/boutique-whitening-carbamide-peroxide-syringe-3ml-16-cp-btq-ubpb161.html?name=Boutique%20Whitening&type=simple&_gl=1*9jt3xl*_up*MQ..*_ga*MTk3NjE5NDU1LjE3NDQwMzkwNTI.*_ga_0T1NKWVSZ2*MTc0NDA0MzgzNi4yLjAuMTc0NDA0MzgzNi4wLjAuMA..,N/A,,
BOU010,Boutique Whitening Top Up Case By Day 6% HP 2x3ml,Boutique Whitening,UBPB062,Boutique Whitening,Pack (2),£6.43,£10.00,€11.60,35.7%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,
BOU011,Boutique Whitening Top Up Case By Night 10% CP 2x3ml,Boutique Whitening,UBPB102,Boutique Whitening,Pack (2),£6.43,£10.00,€11.60,35.7%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,
BOU012,Boutique Whitening Top Up Case By Night 16% CP 2x3ml,Boutique Whitening,UBPB162,Boutique Whitening,Pack (2),£6.43,£10.00,€11.60,35.7%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,
BOU019,Boutique Whitening Top Up Case By Day 6% HP 3x3ml,Boutique Whitening,UBPB063,Boutique Whitening,Pack (3),£9.79,£15.00,€17.40,34.7%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,
